session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
af2f1555be6f827fdc0a27b6,BLD-11-2D22EA,tampered,screen-80,1,5,3,3,3,417,427,median_score_majority_class,usable,normal,0.9997643232345581,0.9997643232345581,tampered,blocked,correct,240
3a0e3120d418648e02b6552e,BLD-12-16F4F3,clean,screen-80,1,5,3,3,3,541,545,median_score_majority_class,usable,normal,0.4618861675262451,0.4618861675262451,clean,safe,correct,205
f3c849971492a12d1ae786bf,BLD-13-1DB94C,tampered,screen-80,1,5,3,3,3,505,517,median_score_majority_class,usable,normal,0.9992172718048096,0.9992172718048096,tampered,blocked,correct,350
3dc1871dc8c7fc8d7ab7f13a,BLD-14-C0B3B8,clean,screen-80,1,5,3,3,3,421,445,median_score_majority_class,usable,normal,0.001583099365234375,0.001583099365234375,clean,safe,correct,137
c6fdd7014d3093b57c703094,BLD-15-1FFEB7,clean,screen-80,1,5,3,3,3,563,584,median_score_majority_class,usable,normal,0.9281429052352905,0.9281429052352905,adversarial,blocked,false_block,511
05233e2a03ba242caeb25282,BLD-16-A7FCCD,tampered,screen-80,1,5,3,3,3,474,510,median_score_majority_class,usable,normal,0.9982556104660034,0.9982556104660034,tampered,blocked,correct,146
2fe0f3c1f3a50dceda868a69,BLD-17-34A075,tampered,screen-80,1,5,3,3,3,552,556,median_score_majority_class,usable,normal,0.9993584752082825,0.9993584752082825,tampered,blocked,correct,150
03928573ac4c8b9cf8061f49,BLD-18-5CD4F5,clean,screen-80,1,5,3,3,3,498,507,median_score_majority_class,usable,normal,0.0007458329200744629,0.0007458329200744629,clean,safe,correct,487
d40d0695fc4b8c3f58eb778d,BLD-19-100593,adversarial,screen-80,1,5,3,3,3,537,540,median_score_majority_class,usable,normal,0.9935222268104553,0.9935222268104553,adversarial,blocked,correct,278
f0d04bb2473116a262cd385e,BLD-20-16DE27,adversarial,screen-80,1,5,3,3,3,545,550,median_score_majority_class,usable,normal,0.9992125034332275,0.9992125034332275,adversarial,blocked,correct,451
12aede2f3064edd8ab3cf9aa,BLD-21-EBECE2,clean,screen-80,1,5,3,3,3,503,506,median_score_majority_class,usable,normal,0.0007995963096618652,0.0007995963096618652,clean,safe,correct,487
b3d243b928ddb346ca8444b9,BLD-22-0E5D74,adversarial,screen-80,1,5,3,3,3,491,495,median_score_majority_class,usable,normal,0.0051046013832092285,0.0051046013832092285,clean,safe,false_safe,354
4dda242667def7dd3309c8e4,BLD-23-2F9C34,adversarial,screen-80,1,5,3,3,3,414,428,insufficient_confidence,unusable,normal;uncertain_structural_prediction,0.505616307258606,,abstained,warning,rescan,208
923cb1948929b61c54e943c6,BLD-24-34902F,tampered,screen-80,1,5,3,3,3,428,432,median_score_majority_class,usable,normal,0.998128354549408,0.998128354549408,tampered,blocked,correct,366
7c1e240313a4163fb2fa66d6,BLD-25-BCBF4C,clean,screen-80,1,5,3,3,3,401,423,median_score_majority_class,usable,normal,0.002184152603149414,0.002184152603149414,clean,safe,correct,340
93907b53b532317869373dcc,BLD-26-E211CD,adversarial,screen-80,1,5,3,3,3,402,404,median_score_majority_class,usable,normal,0.9998684525489807,0.9998684525489807,adversarial,blocked,correct,276
46f92bbe8834713a6c772801,BLD-27-90C833,adversarial,screen-80,1,5,3,3,3,445,452,median_score_majority_class,usable,normal,0.9723647236824036,0.9723647236824036,adversarial,blocked,correct,262
f3bc4ffe754942aa26e85d93,BLD-28-F08776,clean,screen-80,1,5,3,3,3,394,404,median_score_majority_class,usable,normal,0.0031554698944091797,0.0031554698944091797,clean,safe,correct,215
b450f0d96ee0b60b7dcc7194,BLD-29-466F54,clean,screen-80,1,5,3,3,3,438,445,median_score_majority_class,usable,normal,0.0013478398323059082,0.0013478398323059082,clean,safe,correct,394
50838be7e5c8f68a3a2f2d9f,BLD-30-754AFE,clean,screen-80,1,5,3,3,3,452,456,median_score_majority_class,usable,normal,0.001605689525604248,0.001605689525604248,clean,safe,correct,373
5fc487eccfa78da79cceb959,BLD-31-6763F8,tampered,screen-80,1,5,3,3,3,496,527,median_score_majority_class,usable,normal,0.9992842078208923,0.9992842078208923,tampered,blocked,correct,445
03134129cdc17499241f2d56,BLD-32-62CEDC,clean,screen-80,1,5,3,3,0,420,422,insufficient_quality,unusable,insufficient_module_scale,,,abstained,warning,rescan,133
e3a9ba6da5f7c32a7e5f8738,BLD-33-4F2A63,tampered,screen-80,1,5,3,3,3,481,483,median_score_majority_class,usable,normal,0.9999076724052429,0.9999076724052429,tampered,blocked,correct,224
f55f8e66b68e5de060de45dc,BLD-34-18AE14,tampered,screen-80,1,5,3,3,3,446,461,median_score_majority_class,usable,normal,0.9997518062591553,0.9997518062591553,tampered,blocked,correct,373
6378ab35adb0894e164760bb,BLD-35-B2865A,adversarial,screen-80,1,5,3,3,3,484,512,median_score_majority_class,usable,normal,0.009711384773254395,0.009711384773254395,clean,safe,false_safe,517
7da2c6d1c010e1ca29287dba,BLD-36-88BCFE,clean,screen-80,1,5,3,3,3,474,478,median_score_majority_class,usable,normal,0.0006958246231079102,0.0006958246231079102,clean,safe,correct,415
8aa7559bf30c96de67451248,BLD-37-419935,clean,screen-80,1,5,3,3,3,446,454,median_score_majority_class,usable,normal,0.00130385160446167,0.00130385160446167,clean,safe,correct,290
49129f1b23a2ed997ba14f6e,BLD-38-43248D,tampered,screen-80,1,5,3,3,3,502,507,median_score_majority_class,usable,normal,0.999839186668396,0.999839186668396,tampered,blocked,correct,227
b38ad5153e6c18d843b9fc88,BLD-39-5285E9,adversarial,screen-80,1,5,3,3,3,454,458,median_score_majority_class,usable,normal,0.005961775779724121,0.005961775779724121,clean,safe,false_safe,398
226b930c364e88bb291c7818,BLD-40-B711F3,tampered,screen-80,1,5,3,3,3,465,468,median_score_majority_class,usable,normal,0.991105854511261,0.991105854511261,tampered,blocked,correct,413
23056f3019a4dfb8cbc4fb5b,BLD-41-098307,tampered,screen-80,1,5,3,3,3,478,481,median_score_majority_class,usable,normal,0.9993406534194946,0.9993406534194946,tampered,blocked,correct,443
3942eb5b6b9af3718c7e7c58,BLD-42-819C84,adversarial,screen-80,1,5,3,3,3,474,483,median_score_majority_class,usable,normal,0.26259440183639526,0.26259440183639526,clean,safe,false_safe,478
28c27668a711cbbfe94ac2b7,BLD-43-A7B6A5,clean,screen-80,1,5,3,3,3,467,471,median_score_majority_class,usable,normal,0.0015877485275268555,0.0015877485275268555,clean,safe,correct,419
a6daa52f9685e2b60f4a9540,BLD-44-D2E154,clean,screen-80,1,5,3,3,3,495,506,median_score_majority_class,usable,normal,0.10031694173812866,0.10031694173812866,clean,safe,correct,477
a95b7c7b2d9c0b8ee9955011,BLD-45-D9AEC1,clean,screen-80,1,5,3,3,3,502,506,insufficient_confidence,unusable,normal;uncertain_structural_prediction,0.5907124280929565,,abstained,warning,rescan,466
0a69eacc2f932299c7b2f702,BLD-46-FF9451,adversarial,screen-80,1,5,3,3,3,511,515,median_score_majority_class,usable,normal,0.9956986308097839,0.9956986308097839,adversarial,blocked,correct,433
baca1a0de1175ddb882d6b1d,BLD-47-175860,tampered,screen-80,1,5,3,3,3,444,458,median_score_majority_class,usable,normal,0.9907109141349792,0.9907109141349792,tampered,blocked,correct,410
5776b3cc665ae856234d1be2,BLD-48-F47E77,adversarial,screen-80,1,5,3,3,3,460,467,median_score_majority_class,usable,normal,0.038683295249938965,0.038683295249938965,clean,safe,false_safe,276
