session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
05233e2a03ba242caeb25282,BLD-16-A7FCCD,tampered,screen-80,1,5,3,3,3,474,510,median_score_majority_class,usable,normal,0.998702883720398,0.998702883720398,tampered,blocked,correct,138
2fe0f3c1f3a50dceda868a69,BLD-17-34A075,tampered,screen-80,1,5,3,3,3,552,556,median_score_majority_class,usable,normal,0.9995926022529602,0.9995926022529602,tampered,blocked,correct,149
03928573ac4c8b9cf8061f49,BLD-18-5CD4F5,clean,screen-80,1,5,3,3,3,498,507,median_score_majority_class,usable,normal,0.001164853572845459,0.001164853572845459,clean,safe,correct,474
d40d0695fc4b8c3f58eb778d,BLD-19-100593,adversarial,screen-80,1,5,3,3,3,537,540,median_score_majority_class,usable,normal,0.998246967792511,0.998246967792511,adversarial,blocked,correct,261
f0d04bb2473116a262cd385e,BLD-20-16DE27,adversarial,screen-80,1,5,3,3,3,545,550,median_score_majority_class,usable,normal,0.9996904730796814,0.9996904730796814,adversarial,blocked,correct,436
12aede2f3064edd8ab3cf9aa,BLD-21-EBECE2,clean,screen-80,1,5,3,3,3,503,506,median_score_majority_class,usable,normal,0.0014434456825256348,0.0014434456825256348,clean,safe,correct,472
b3d243b928ddb346ca8444b9,BLD-22-0E5D74,adversarial,screen-80,1,5,3,3,3,491,495,median_score_majority_class,usable,normal,0.010735273361206055,0.010735273361206055,clean,safe,false_safe,353
4dda242667def7dd3309c8e4,BLD-23-2F9C34,adversarial,screen-80,1,5,3,3,3,414,428,median_score_majority_class,usable,normal,0.3204233646392822,0.3204233646392822,clean,safe,false_safe,199
923cb1948929b61c54e943c6,BLD-24-34902F,tampered,screen-80,1,5,3,3,3,428,432,median_score_majority_class,usable,normal,0.9971113204956055,0.9971113204956055,tampered,blocked,correct,354
7c1e240313a4163fb2fa66d6,BLD-25-BCBF4C,clean,screen-80,1,5,3,3,3,401,423,median_score_majority_class,usable,normal,0.0033832192420959473,0.0033832192420959473,clean,safe,correct,358
93907b53b532317869373dcc,BLD-26-E211CD,adversarial,screen-80,1,5,3,3,3,402,404,median_score_majority_class,usable,normal,0.9996289610862732,0.9996289610862732,adversarial,blocked,correct,269
46f92bbe8834713a6c772801,BLD-27-90C833,adversarial,screen-80,1,5,3,3,3,445,452,median_score_majority_class,usable,normal,0.9926959872245789,0.9926959872245789,adversarial,blocked,correct,263
f3bc4ffe754942aa26e85d93,BLD-28-F08776,clean,screen-80,1,5,3,3,3,394,404,median_score_majority_class,usable,normal,0.004790961742401123,0.004790961742401123,clean,safe,correct,212
b450f0d96ee0b60b7dcc7194,BLD-29-466F54,clean,screen-80,1,5,3,3,3,438,445,median_score_majority_class,usable,normal,0.0022640228271484375,0.0022640228271484375,clean,safe,correct,363
50838be7e5c8f68a3a2f2d9f,BLD-30-754AFE,clean,screen-80,1,5,3,3,3,452,456,median_score_majority_class,usable,normal,0.002310633659362793,0.002310633659362793,clean,safe,correct,370
5fc487eccfa78da79cceb959,BLD-31-6763F8,tampered,screen-80,1,5,3,3,3,496,527,median_score_majority_class,usable,normal,0.9995953440666199,0.9995953440666199,tampered,blocked,correct,532
03134129cdc17499241f2d56,BLD-32-62CEDC,clean,screen-80,1,5,3,3,0,420,422,insufficient_quality,unusable,insufficient_module_scale,,,abstained,warning,rescan,150
e3a9ba6da5f7c32a7e5f8738,BLD-33-4F2A63,tampered,screen-80,1,5,3,3,3,481,483,median_score_majority_class,usable,normal,0.9999228119850159,0.9999228119850159,tampered,blocked,correct,241
f55f8e66b68e5de060de45dc,BLD-34-18AE14,tampered,screen-80,1,5,3,3,3,446,461,median_score_majority_class,usable,normal,0.9998355507850647,0.9998355507850647,tampered,blocked,correct,365
6378ab35adb0894e164760bb,BLD-35-B2865A,adversarial,screen-80,1,5,3,3,3,484,512,median_score_majority_class,usable,normal,0.01468735933303833,0.01468735933303833,clean,safe,false_safe,524
7da2c6d1c010e1ca29287dba,BLD-36-88BCFE,clean,screen-80,1,5,3,3,3,474,478,median_score_majority_class,usable,normal,0.0012482404708862305,0.0012482404708862305,clean,safe,correct,408
8aa7559bf30c96de67451248,BLD-37-419935,clean,screen-80,1,5,3,3,3,446,454,median_score_majority_class,usable,normal,0.0036092400550842285,0.0036092400550842285,clean,safe,correct,299
49129f1b23a2ed997ba14f6e,BLD-38-43248D,tampered,screen-80,1,5,3,3,3,502,507,median_score_majority_class,usable,normal,0.9998729825019836,0.9998729825019836,tampered,blocked,correct,222
b38ad5153e6c18d843b9fc88,BLD-39-5285E9,adversarial,screen-80,1,5,3,3,3,454,458,median_score_majority_class,usable,normal,0.008029460906982422,0.008029460906982422,clean,safe,false_safe,430
226b930c364e88bb291c7818,BLD-40-B711F3,tampered,screen-80,1,5,3,3,3,465,468,median_score_majority_class,usable,normal,0.9948692321777344,0.9948692321777344,tampered,blocked,correct,407
23056f3019a4dfb8cbc4fb5b,BLD-41-098307,tampered,screen-80,1,5,3,3,3,478,481,median_score_majority_class,usable,normal,0.9995612502098083,0.9995612502098083,tampered,blocked,correct,474
3942eb5b6b9af3718c7e7c58,BLD-42-819C84,adversarial,screen-80,1,5,3,3,3,474,483,median_score_majority_class,usable,normal,0.2602481245994568,0.2602481245994568,clean,safe,false_safe,468
28c27668a711cbbfe94ac2b7,BLD-43-A7B6A5,clean,screen-80,1,5,3,3,3,467,471,median_score_majority_class,usable,normal,0.0025939345359802246,0.0025939345359802246,clean,safe,correct,422
a6daa52f9685e2b60f4a9540,BLD-44-D2E154,clean,screen-80,1,5,3,3,3,495,506,median_score_majority_class,usable,normal,0.19824129343032837,0.19824129343032837,clean,safe,correct,470
a95b7c7b2d9c0b8ee9955011,BLD-45-D9AEC1,clean,screen-80,1,5,3,3,3,502,506,median_score_majority_class,usable,normal,0.8228182792663574,0.8228182792663574,adversarial,blocked,false_block,465
0a69eacc2f932299c7b2f702,BLD-46-FF9451,adversarial,screen-80,1,5,3,3,3,511,515,median_score_majority_class,usable,normal,0.9984465837478638,0.9984465837478638,adversarial,blocked,correct,426
baca1a0de1175ddb882d6b1d,BLD-47-175860,tampered,screen-80,1,5,3,3,3,444,458,median_score_majority_class,usable,normal,0.9938675761222839,0.9938675761222839,tampered,blocked,correct,412
5776b3cc665ae856234d1be2,BLD-48-F47E77,adversarial,screen-80,1,5,3,3,3,460,467,median_score_majority_class,usable,normal,0.08606678247451782,0.08606678247451782,clean,safe,false_safe,275
