path,label,class_id,split,group_id,source,capture_kind,attack_recipe,is_exact_app_crop,licence,session_id,device_model
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00024.png,clean,0,train,synthetic_base:00024,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00024,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00024.png,tampered,2,train,synthetic_base:00024,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00024,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00025.png,clean,0,train,synthetic_base:00025,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00025,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00025.png,tampered,2,train,synthetic_base:00025,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00025,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00026.png,clean,0,train,synthetic_base:00026,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00026,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00026.png,tampered,2,train,synthetic_base:00026,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00026,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00027.png,clean,0,train,synthetic_base:00027,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00027,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00027.png,tampered,2,train,synthetic_base:00027,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00027,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00028.png,clean,0,train,synthetic_base:00028,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00028,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00028.png,tampered,2,train,synthetic_base:00028,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00028,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00029.png,clean,0,train,synthetic_base:00029,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00029,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00029.png,tampered,2,train,synthetic_base:00029,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00029,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00030.png,clean,0,validation,synthetic_base:00030,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00030,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00030.png,tampered,2,validation,synthetic_base:00030,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00030,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00031.png,clean,0,train,synthetic_base:00031,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00031,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00031.png,tampered,2,train,synthetic_base:00031,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00031,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00032.png,clean,0,train,synthetic_base:00032,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00032,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00032.png,tampered,2,train,synthetic_base:00032,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00032,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00033.png,clean,0,train,synthetic_base:00033,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00033,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00033.png,tampered,2,train,synthetic_base:00033,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00033,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00034.png,clean,0,train,synthetic_base:00034,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00034,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00034.png,tampered,2,train,synthetic_base:00034,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00034,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00035.png,clean,0,train,synthetic_base:00035,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00035,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00035.png,tampered,2,train,synthetic_base:00035,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00035,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00036.png,clean,0,train,synthetic_base:00036,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00036,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00036.png,tampered,2,train,synthetic_base:00036,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00036,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00037.png,clean,0,train,synthetic_base:00037,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00037,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00037.png,tampered,2,train,synthetic_base:00037,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00037,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00038.png,clean,0,train,synthetic_base:00038,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00038,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00038.png,tampered,2,train,synthetic_base:00038,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00038,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/clean/00039.png,clean,0,test,synthetic_base:00039,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00039,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/tampered/00039.png,tampered,2,test,synthetic_base:00039,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00039,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00040.png,clean,0,validation,synthetic_base:00040,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00040,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00040.png,tampered,2,validation,synthetic_base:00040,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00040,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00041.png,clean,0,train,synthetic_base:00041,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00041,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00041.png,tampered,2,train,synthetic_base:00041,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00041,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00042.png,clean,0,train,synthetic_base:00042,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00042,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00042.png,tampered,2,train,synthetic_base:00042,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00042,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00043.png,clean,0,validation,synthetic_base:00043,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00043,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00043.png,tampered,2,validation,synthetic_base:00043,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00043,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00044.png,clean,0,train,synthetic_base:00044,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00044,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00044.png,tampered,2,train,synthetic_base:00044,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00044,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00045.png,clean,0,train,synthetic_base:00045,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00045,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00045.png,tampered,2,train,synthetic_base:00045,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00045,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00046.png,clean,0,train,synthetic_base:00046,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00046,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00046.png,tampered,2,train,synthetic_base:00046,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00046,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00047.png,clean,0,train,synthetic_base:00047,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00047,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00047.png,tampered,2,train,synthetic_base:00047,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00047,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00048.png,clean,0,train,synthetic_base:00048,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00048,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00048.png,tampered,2,train,synthetic_base:00048,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00048,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00049.png,clean,0,train,synthetic_base:00049,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00049,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00049.png,tampered,2,train,synthetic_base:00049,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00049,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00050.png,clean,0,train,synthetic_base:00050,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00050,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00050.png,tampered,2,train,synthetic_base:00050,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00050,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/clean/00051.png,clean,0,test,synthetic_base:00051,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00051,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/tampered/00051.png,tampered,2,test,synthetic_base:00051,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00051,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00052.png,clean,0,train,synthetic_base:00052,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00052,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00052.png,tampered,2,train,synthetic_base:00052,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00052,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00053.png,clean,0,train,synthetic_base:00053,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00053,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00053.png,tampered,2,train,synthetic_base:00053,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00053,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/clean/00054.png,clean,0,test,synthetic_base:00054,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00054,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/tampered/00054.png,tampered,2,test,synthetic_base:00054,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00054,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00055.png,clean,0,train,synthetic_base:00055,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00055,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00055.png,tampered,2,train,synthetic_base:00055,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00055,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00056.png,clean,0,train,synthetic_base:00056,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00056,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00056.png,tampered,2,train,synthetic_base:00056,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00056,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00057.png,clean,0,train,synthetic_base:00057,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00057,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00057.png,tampered,2,train,synthetic_base:00057,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00057,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00058.png,clean,0,validation,synthetic_base:00058,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00058,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00058.png,tampered,2,validation,synthetic_base:00058,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00058,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00059.png,clean,0,validation,synthetic_base:00059,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00059,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00059.png,tampered,2,validation,synthetic_base:00059,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00059,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00060.png,clean,0,validation,synthetic_base:00060,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00060,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00060.png,tampered,2,validation,synthetic_base:00060,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00060,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/clean/00061.png,clean,0,test,synthetic_base:00061,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00061,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/tampered/00061.png,tampered,2,test,synthetic_base:00061,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00061,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00062.png,clean,0,validation,synthetic_base:00062,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00062,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00062.png,tampered,2,validation,synthetic_base:00062,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00062,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00063.png,clean,0,train,synthetic_base:00063,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00063,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00063.png,tampered,2,train,synthetic_base:00063,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00063,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00064.png,clean,0,validation,synthetic_base:00064,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00064,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00064.png,tampered,2,validation,synthetic_base:00064,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00064,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/clean/00065.png,clean,0,test,synthetic_base:00065,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00065,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/test/tampered/00065.png,tampered,2,test,synthetic_base:00065,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00065,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00066.png,clean,0,train,synthetic_base:00066,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00066,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00066.png,tampered,2,train,synthetic_base:00066,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00066,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00067.png,clean,0,train,synthetic_base:00067,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00067,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00067.png,tampered,2,train,synthetic_base:00067,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00067,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00068.png,clean,0,train,synthetic_base:00068,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00068,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00068.png,tampered,2,train,synthetic_base:00068,procedural_qrguard,pristine,physical_overlay,False,project_generated,synthetic_base:00068,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00069.png,clean,0,validation,synthetic_base:00069,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00069,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00069.png,tampered,2,validation,synthetic_base:00069,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00069,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/clean/00070.png,clean,0,validation,synthetic_base:00070,procedural_qrguard,camera_simulated,none,False,project_generated,synthetic_base:00070,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/validation/tampered/00070.png,tampered,2,validation,synthetic_base:00070,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00070,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/clean/00071.png,clean,0,train,synthetic_base:00071,procedural_qrguard,pristine,none,False,project_generated,synthetic_base:00071,not_recorded
ml_training/datasets/structural/processed/structural-2026.02/images/train/tampered/00071.png,tampered,2,train,synthetic_base:00071,procedural_qrguard,camera_simulated,physical_overlay,False,project_generated,synthetic_base:00071,not_recorded
